id,driver,trip,driver_trip,duration,avg_speed,avg_acc,avg_corrected_speed,avg_corrected_acc,avg_angle_change,avg_distance,total_distance,fastest_speed,longest_distance,max_angle_change,times_speed_up,times_speed_down,per_speed_up,per_speed_down,var_corrected_instant_speed,var_corrected_instant_acc,highway,num_of_acc_4,hard_acc2,hard_brak2,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,speed1,speed2,speed3,speed4,speed5,speed6,speed7,speed8,speed9,speed10,speed_fill,acc_fill,per_of_speed_15,per_of_speed_11_15,per_of_speed_7_11,per_of_speed_5_7,per_of_speed_5,min_var,max_var,time_of_turning,avg_speed_turning,avg_speed_excluding_stop,10s_constant,10s_acceleration,10s_deceleration,time_taken_stop,max_dec,num_stop,avg_num_period,min_period,max_period,var_min_p,var_max_p,sd_distance,avg_dist_traveled,var_dur_stop,std_dur_stop,pro_acc_below1,pro_dec_below1,num_of_acc_3,num_of_acc_35,hard_acc15,hard_brak15,hard_acc25,hard_brak25,per_straight,per_10_45,per_45_90,per_90_120,per_120_170,per_back
303201,245,1,245_1,847,9.3313362784327278,0.0,9.3313362784327278,0.0,9.371,9.33134,7903.64183,21.16318,21.16318,180.0,30,24,3.542,2.834,38.640767745227933,0.69355450056657164,0,1,2.007,2.479,104.03624346794564,108.43494882294806,128.65980825403054,153.43494882292202,161.56505117707903,161.56505117709102,180.0,180.0,180.0,180.0,0.41231056256177706,0.10000000000013642,0.14142135623734164,0.6708203932500895,0.6324555320336736,0.2999999999999545,0.20000000000000284,0.20000000000000284,0.20000000000000284,0.20000000000000284,9.41328,0.00078,22.222,11.111,44.444,0.0,22.222,0.52134,16.60119,32,7.341,10.88032,15.348000000000001,45.691000000000003,38.960999999999999,13.67,-0.0470820393250044,5,139.80000000000001,8,341,0.49022940028742901,24.34398722422916,1595.5887796426555,1569.5472617488272,453.03999999999996,21.284736315021615,43.78453,36.46409,3,2,3.424,4.014,1.299,1.653,76.15112160566706,20.070838252656433,1.5348288075560803,1.1806375442739079,0.4722550177095632,0.5903187721369539
303202,245,10,245_10,206,8.8738570900306062,0.0,8.8738570900306062,0.0,5.031,8.87386,1828.01456,17.60511,17.60511,108.435,3,2,1.456,0.971,44.969271996198955,0.78368199018752127,0,1,7.282,6.311,44.999999999967429,44.999999999967429,44.999999999967429,44.999999999967429,44.999999999983714,45.000000000032564,49.586376412672983,56.309932474021878,63.43494882292201,63.43494882292201,0.10000000000002274,0.10000000000002274,0.10000000000002274,0.10000000000002274,0.20000000000004547,0.0999999999999659,3.679673898594819,0.0999999999999659,1.118033988749895,1.118033988749895,9.23676,0.00017,25.0,25.0,0.0,25.0,25.0,0.83779,33.15877,5,3.044,11.62634,14.563000000000001,48.058,37.378999999999998,0.0,0,1,146.0,146,146,19.224698714624797,19.224698714624797,0.0,1819.3546279379004,20.222222222222221,4.4969125210773466,34.3949,29.29936,1,1,11.65,9.223,1.942,1.456,91.2621359223301,5.825242718446602,2.4271844660194173,0.4854368932038835,0.0,0.0
303203,245,100,245_100,770,0.049718041439877042,0.0,0.049718041439877042,0.0,4.035,0.04972,38.28289,0.63246,0.63246,180.0,0,0,0.0,0.0,0.013164479991746306,0.025243191578580612,0,0,0.0,0.0,113.1985905136482,113.19859051364823,116.56505117707799,116.56505117707799,120.96375653207348,120.96375653207355,157.16634582208241,161.56505117707803,165.96375653207349,179.99999879258175,0.5385164807134505,0.5385164807134505,0.4472135954999579,0.4472135954999579,0.1414213562373093,0.41231056256176607,0.5000000000000001,0.6324555320336763,0.4123105625617661,0.1414213562373095,0.04961,3e-05,0.0,0.0,0.0,0.0,100.0,0.00081,0.03322,26,0.07,0,100.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,95.58441558441558,0.2597402597402597,2.0779220779220777,1.1688311688311688,0.6493506493506493,0.2597402597402597
303204,245,101,245_101,1362,6.7268316937911505,-0.0,6.7268316937911505,-0.0,6.454,6.72683,9161.94477,19.06017,19.06017,168.69,38,41,2.79,3.01,20.08894241186503,0.42724543036262552,0,0,0.734,0.734,89.99999999995471,96.340191745919839,98.130102354164663,101.30993247407284,104.03624346792644,122.47119229084831,126.86989764584402,130.60129464499448,141.34019174590358,144.46232220802739,0.28284271247465065,0.14142135623722107,0.500000000000108,0.14142135623726126,0.9219544457292888,0.9219544457292886,0.22360679774997902,0.10000000000002274,0.6403124237433416,0.8602325267042997,6.7753,2e-05,6.667,0.0,46.667,23.333,23.333,0.01504,20.62004,37,4.458,8.03986,19.09,41.262999999999998,39.648000000000003,31.5,-0.23944757740427505,15,71.466666666666669,5,229,0.11974219035369886,3.6952055641477948,600.67213244962966,601.94439073899389,1004.24,31.689745975630665,44.97354,42.23986,0,0,1.909,1.836,0.367,0.661,84.94860499265786,12.334801762114537,1.9823788546255507,0.2936857562408223,0.44052863436123346,0.0
303205,245,102,245_102,535,8.1837647848116983,0.00042,8.1837647848116983,0.00042,6.78,8.18376,4378.31416,17.80449,17.80449,116.565,12,15,2.243,2.804,25.300928526315182,0.74891994308520193,0,2,0.935,1.495,63.434948822985533,66.801409486388877,71.56505117705845,75.963756532085981,78.690067525962874,78.690067526019874,98.130102354158595,98.130102354158595,101.30993247403525,101.30993247403525,0.14142135623740196,0.14142135623742205,0.14142135623724117,0.4123105625617495,0.14142135623724117,0.36055512754640995,0.14142135623734164,0.14142135623734164,0.5099019513593053,0.5099019513593053,8.27314,0.00012,0.0,27.273,54.545,9.091,9.091,0.7372,39.74224,17,5.327,9.77948,24.298999999999999,39.813000000000002,35.887999999999998,29.5,-0.2652340079531172,5,86.0,22,180,2.9680074146370385,8.1894455585325865,682.0822543090278,868.87687178013493,156.25,12.5,43.04933,38.34081,2,2,2.056,2.804,0.748,1.308,84.29906542056075,11.962616822429906,2.803738317757009,0.9345794392523364,0.0,0.0
303206,245,103,245_103,342,5.7961222390014751,0.0,5.7961222390014751,0.0,9.507,5.79612,1982.27381,13.42609,13.42609,135.0,11,11,3.216,3.216,16.105873423301066,0.536744524737374,0,0,1.17,1.754,63.434948822930153,71.565051177073101,71.565051177091021,77.905242922994574,79.695153531232023,90.0,96.340191745927982,101.30993247403963,108.43494882290898,108.43494882290898,0.44721359549993256,0.31622776601682895,0.14142135623732158,0.6403124237433416,0.4999999999999773,0.09999999999999432,0.14142135623724117,0.14142135623724117,0.44721359549998335,0.44721359549998335,5.91274,0.00087,0.0,0.0,42.857,28.571,28.571,0.24998,9.17692,7,3.876,7.18834,17.544,43.274999999999999,39.180999999999997,29.0,-0.1317635477752179,5,50.600000000000001,23,102,4.3410436200138989,6.6036746822166918,301.51574087573556,387.77938416386559,0.0,0.0,43.79562,36.49635,1,0,2.339,2.924,0.877,0.877,74.85380116959064,20.17543859649123,3.216374269005848,1.4619883040935673,0.29239766081871343,0.0
303207,245,104,245_104,1561,17.268051043722334,0.00032,17.268051043722334,0.00032,4.55,17.26805,26955.42768,27.81726,27.81726,180.0,27,32,1.73,2.05,42.684528462098292,1.2121953835733172,1,4,0.961,0.961,90.0,92.102668708512624,92.726310993821386,98.130102353384743,98.130102353384743,99.462322208081957,104.03624346804909,149.22596389878296,157.16634582195493,180.0,0.3000000000029104,3.764306044943665,0.4123105625628249,0.14142135623653776,0.14142135623653776,0.6082762530284465,0.41231056255973664,1.7029386365923198,0.4999999999989086,0.1000000000003638,17.34673,0.00022,70.588,11.765,14.706,0.0,2.941,0.14115,53.46546,22,8.918,17.98064,20.5,40.807000000000002,38.692999999999998,0.0,0,1,1493.0,1493,1493,31.052358757068944,31.052358757068944,0.0,26929.104016192465,34.666666666666664,5.8878405775518976,44.99332,43.32443,5,4,2.434,2.434,0.641,0.448,90.00640614990391,7.7514413837283795,1.4734144778987828,0.5124919923126201,0.12812299807815503,0.12812299807815503
303208,245,105,245_105,456,4.1267844544612453,0.0,4.1267844544612453,0.0,8.549,4.12678,1881.81371,12.19385,12.19385,104.036,8,10,1.754,2.193,12.156952697995955,0.60309126397667889,0,1,1.974,3.289,56.309932474027725,59.036243467923931,66.801409486350693,67.988716802081584,68.198590513650061,75.51023740610529,78.690067525984546,90.0,92.726310993903525,97.696051722016023,0.10000000000002274,0.14142135623734164,1.0770329614268923,0.4472135954999373,0.14142135623734164,0.8062257748297139,1.1401754250990932,0.1999999999999318,0.5830951894845212,1.1661903789690717,4.15926,3e-05,0.0,0.0,0.0,40.0,60.0,0.06179,21.52615,17,2.728,5.59311,24.123000000000001,39.692999999999998,36.183999999999997,19.0,-0.33520068904157396,9,31.555555555555557,6,81,0.9331878857730197,1.6767410441046564,144.08668828628689,201.80951828689146,116.48979591836735,10.79304386715663,37.31343,37.91045,1,1,4.167,4.825,1.316,1.535,73.46491228070175,22.80701754385965,2.8508771929824563,0.8771929824561403,0.0,0.0
303209,245,106,245_106,1077,15.798417009577745,-0.0,15.798417009577745,-0.0,4.789,15.79842,17014.89512,31.05366,31.05366,180.0,10,12,0.929,1.114,87.340131412097293,1.4216562246720941,1,3,8.635,9.656,73.739795291571312,80.134193057029421,81.573030978630541,81.869897645739812,81.869897645896145,88.264295411029067,90.000000000104222,100.30484646875352,115.01689347834156,153.43494882292202,1.1180339887502202,1.0440306508911072,0.22360679774997896,0.31622776601683794,0.31622776601712554,0.31622776601712554,1.118033988749895,0.0999999999994543,1.170469991072491,0.22360679775079242,15.8458,2e-05,56.522,13.043,13.043,4.348,13.043,0.43629,34.14877,20,8.293,17.51513,7.4279999999999999,45.774999999999999,46.796999999999997,8.0,-0.7380278621953991,5,186.40000000000001,57,372,4.1085822105425951,21.611954870494788,3351.9590480022953,3396.4787035926684,38.839506172839499,6.2321349610578478,31.5139,33.67662,4,3,11.606,13.928,2.786,2.971,91.64345403899722,5.385329619312906,2.5069637883008355,0.2785515320334262,0.09285051067780872,0.09285051067780872
303210,245,107,245_107,332,4.895931987446339,0.0,4.895931987446339,0.0,9.407,4.89593,1625.44942,13.59154,13.59154,142.125,11,9,3.313,2.711,12.306596962251554,0.78161957810932414,0,2,4.819,5.12,42.566074030924,47.468117913828678,48.179830119867262,48.366460663429692,49.290506016202038,49.969740728110459,51.233584050944593,51.340191745909522,114.44395478041611,138.57633437499621,6.578753681359411,2.8160255680657342,1.5297058540778377,1.2041594578792012,2.773084924772429,1.9209372712298476,2.2472205054244014,1.5,1.208304597359478,0.09999999999990905,4.95885,0.00036,0.0,0.0,14.286,42.857,42.857,2.24302,16.63037,10,4.429,5.75132,9.0359999999999996,47.289000000000001,43.674999999999997,0.0,0,7,35.0,7,66,0.55328537307881354,4.2114185210570296,150.85357076695396,225.13325747473928,168.75,12.99038105676658,39.71631,38.65248,3,2,6.024,6.928,2.711,3.012,71.3855421686747,25.602409638554217,2.108433734939759,0.30120481927710846,0.6024096385542169,0.0
