id,driver,trip,driver_trip,duration,avg_speed,avg_acc,avg_corrected_speed,avg_corrected_acc,avg_angle_change,avg_distance,total_distance,fastest_speed,longest_distance,max_angle_change,times_speed_up,times_speed_down,per_speed_up,per_speed_down,var_corrected_instant_speed,var_corrected_instant_acc,highway,num_of_acc_4,hard_acc2,hard_brak2,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,speed1,speed2,speed3,speed4,speed5,speed6,speed7,speed8,speed9,speed10,speed_fill,acc_fill,per_of_speed_15,per_of_speed_11_15,per_of_speed_7_11,per_of_speed_5_7,per_of_speed_5,min_var,max_var,time_of_turning,avg_speed_turning,avg_speed_excluding_stop,10s_constant,10s_acceleration,10s_deceleration,time_taken_stop,max_dec,num_stop,avg_num_period,min_period,max_period,var_min_p,var_max_p,sd_distance,avg_dist_traveled,var_dur_stop,std_dur_stop,pro_acc_below1,pro_dec_below1,num_of_acc_3,num_of_acc_35,hard_acc15,hard_brak15,hard_acc25,hard_brak25
230201,2107,1,2107_1,928,5.10822,0.00413,5.10822,0.00413,9.477,5.10822,4740.43257,16.21974,16.21974,180.0,14,19,1.509,2.047,23.013701474436949,0.77476289433916523,0,1,4.418,5.065,118.61045966596569,143.13010235414947,161.56505117706496,170.53767779197531,179.99999914622637,180.0,180.0,180.0,180.0,180.0,0.20000000000000284,0.7071067811864671,0.14142135623718088,1.2000000000000455,0.22360679774992814,0.0999999999999659,0.0999999999999659,0.0999999999999659,0.0999999999999659,0.0999999999999659,5.11331,0.00083,0.0,5.0,20.0,10.0,65.0,0.00135,37.67218,33,3.822,8.41502,18.318999999999999,44.935000000000002,36.746000000000002,10.63,-0.2595491502812406,14,39.357142857142854,5,139,0.12439047401435477,4.9450362250310089,406.61559280414997,332.88955626328919,1110.2295918367349,33.320107920544537,34.41441,31.17117,4,1,5.927,7.22,2.155,1.724
230202,2107,10,2107_10,349,7.65719,0.0,7.65719,0.0,5.731,7.65719,2672.35869,18.07125,18.07125,180.0,3,4,0.86,1.146,23.052654723948681,1.247789537746649,0,2,7.163,5.158,30.323606862552694,35.394795844985794,38.29016319224452,44.999999999975572,59.03624346795106,59.03624346795106,62.4522450858517,64.983106521918586,64.983106521921314,153.43494882294482,3.4058772731851583,4.5,0.7071067811865476,0.14142135623724117,1.2369316876855656,1.2369316876855656,3.4713109915420937,0.28284271247448234,1.1704699910723064,0.10000000000002274,7.75189,0.00028,0.0,42.857,28.571,14.286,14.286,0.20598,5.16826,14,5.966,9.82611,20.056999999999999,38.682000000000002,41.261000000000003,20.0,-0.2375024550194949,1,270.0,270,270,8.2859845236722602,8.2859845236722602,0.0,2662.8759881421979,0.0,0.0,35.42435,42.06642,2,2,10.888,8.309,3.438,2.292
230203,2107,100,2107_100,375,10.53873,-0.0,10.53873,-0.0,14.465,10.53873,3952.02296,19.05203,19.05203,180.0,5,7,1.333,1.867,49.763027863066782,1.2852213892686153,0,1,2.933,2.933,95.19442890773027,98.130102354148562,169.69515353124334,170.53767779197963,174.88958243897326,180.0,180.0,180.0,180.0,180.0,1.1045361017186839,1.1180339887498287,1.1180339887498847,0.20000000000004547,1.1045361017187405,0.3999999999996362,0.3999999999996362,0.3999999999996362,0.3999999999996362,0.3999999999996362,10.63269,0.00145,37.5,12.5,25.0,0.0,25.0,0.20788,36.76657,6,3.154,13.70605,24.0,38.399999999999999,37.600000000000001,32.0,-0.5795270613680622,2,141.5,92,191,7.4579304808242171,23.726561089160523,411.61845538117711,1951.969673905804,840.66666666666663,28.994252303976847,41.05263,37.54386,1,1,4.267,6.667,1.333,0.8
230204,2107,101,2107_101,193,4.32421,-0.0,4.32421,-0.0,10.287,4.32421,834.57173,19.19271,19.19271,146.476,1,4,0.518,2.073,20.797409627826475,5.4018582305461758,0,3,6.218,9.326,63.434948822925271,68.198590513646508,68.198590513646508,68.198590513648625,68.629377730661147,71.565051177076938,75.963756532073518,80.837652954278212,104.03624346792613,108.43494882292201,0.44721359549998335,1.0770329614269134,1.0770329614269134,1.0770329614268976,1.1045361017187507,0.4123105625617426,1.3000000000000114,1.1661903789690644,0.14142135623730145,1.5811388300841895,4.28345,0.00072,0.0,0.0,25.0,0.0,75.0,0.1007,26.13412,8,2.697,8.00464,5.181,50.777000000000001,44.040999999999997,0.0,0,2,47.0,14,80,10.48001987846402,6.3058890272008323,253.03526147602241,391.35212994773502,729.0,27.0,25.74257,35.64356,3,3,10.881,13.99,4.663,4.663
230205,2107,102,2107_102,1281,3.73249,0.00023,3.73249,0.00023,12.606,3.73249,4781.32164,14.84082,14.84082,180.0,27,33,2.108,2.576,14.9292564652492,0.8274846051951521,0,1,5.308,6.089,119.74488129692419,129.28940686250377,139.81355089370751,170.0419294015376,170.53767779198319,180.0,180.0,180.0,180.0,180.0,1.1401754250990532,1.4212670403551406,1.1045361017190904,1.2041594578792767,0.6082762530298295,0.10000000000002274,0.10000000000002274,0.10000000000002274,0.10000000000002274,0.10000000000002274,3.72138,7e-05,0.0,7.143,10.714,3.571,78.571,0.5219,25.25965,46,1.708,5.91413,6.2450000000000001,48.789999999999999,44.965000000000003,8.0,-0.2717685148804126,35,20.085714285714285,5,128,0.51033646068311056,4.9878532680403982,247.77820073520468,126.01009358164109,170.46409989594176,13.056190098797648,31.32372,31.97903,1,1,7.572,9.68,1.483,2.186
230206,2107,103,2107_103,509,5.79174,0.00786,5.79174,0.00786,7.1,5.79174,2947.99587,15.65248,15.65248,177.026,12,9,2.358,1.768,28.744446275748707,0.58298052632147035,0,1,2.75,3.536,55.656848246923495,56.309932474030248,78.690067525940549,78.690067525973106,82.874983651100706,87.273689006109507,93.366460663394534,93.814074834360099,127.8749836510972,153.43494882292202,3.9812058474788454,0.09999999999990905,0.28284271247452253,1.081665382639222,1.1401754250991478,0.36055512754657554,0.14142135623726126,1.0630145812736318,0.10000000000002274,0.09999999999990905,5.82454,0.00842,0.0,18.182,18.182,18.182,45.455,0.12017,30.93991,14,1.984,8.89832,7.859,51.277000000000001,40.863999999999997,34.0,-0.21954887457659822,5,60.600000000000001,23,92,3.5985930924635143,19.748583880044684,336.28216007763729,564.10993846037604,823.25,28.692333470807146,40.36697,37.61468,1,1,4.715,6.287,1.572,1.179
230207,2107,104,2107_104,1018,7.95459,0.0011,7.95459,0.0011,8.232,7.95459,8097.77075,16.62077,16.62077,180.0,20,23,1.965,2.259,30.03929146342173,0.61302946521550838,0,1,3.536,4.224,108.43494882290206,108.43494882292595,111.80140948638034,113.19859051365999,115.82099197418928,145.00797980143088,153.43494882289596,153.43494882289596,153.43494882292529,176.63353933655861,0.22360679774982645,0.20000000000027285,1.2041594578793051,0.14142135623722107,3.4438350715445107,1.2206555615735266,0.09999999999990905,0.09999999999990905,0.1999999999998181,0.5385164807134515,7.99674,0.00135,0.0,36.364,22.727,18.182,22.727,0.03104,17.53518,31,5.018,10.33776,19.646000000000001,42.731000000000002,37.622999999999998,14.4,-0.23641375819821905,11,69.181818181818187,8,226,0.085628597968042536,8.8805017484243169,872.30256913617245,728.89275227572386,1966.609375,44.346469701657199,39.63964,36.55084,2,1,5.501,5.796,1.67,1.179
230208,2107,105,2107_105,692,8.48379,0.0,8.48379,0.0,4.794,8.48379,5870.78549,14.44022,14.44022,180.0,9,13,1.301,1.879,23.782247080503684,0.64890740262530611,0,1,3.613,4.624,45.000000000032564,45.159154533744257,49.398705354989019,49.721972040243365,54.188836077365728,63.296218393039148,63.43494882294155,67.890551656248959,70.016893478096222,106.38954033398883,0.14142135623726126,4.176122603564233,1.2369316876853451,2.720294101746988,1.7088007490636021,3.649657518179051,0.22360679774992812,3.453983207834081,0.09999999999990905,0.14142135623738186,8.52972,0.0,0.0,40.0,33.333,13.333,13.333,0.00452,18.96824,13,4.692,10.34143,28.902000000000001,36.561,34.537999999999997,33.0,-0.1301044369139225,4,141.0,53,222,1.865224925196834,9.9326805851102229,722.69204579815062,1462.8847645568212,680.66666666666663,26.08958923913266,42.04947,43.4629,2,1,5.491,6.503,1.445,1.445
230209,2107,106,2107_106,240,6.86656,-0.0,6.86656,-0.0,8.056,6.86656,1647.97427,16.4478,16.4478,180.0,4,4,1.667,1.667,34.67281956578146,1.3012167538746369,0,1,4.583,4.167,36.811418544410294,38.893906152717797,45.000000000024421,45.000000000024421,52.765166018399782,56.309932474000163,56.309932474000163,74.744881296925428,87.510447078000269,180.0,4.887739763940013,1.969771560359184,0.10000000000002274,0.10000000000002274,2.2203603311174342,0.14142135623722107,0.14142135623722107,0.22360679774992814,0.10000000000002274,0.14142135623724117,6.92447,0.00015,0.0,20.0,20.0,40.0,20.0,0.06971,22.76919,8,4.354,9.87276,20.832999999999998,39.582999999999998,39.582999999999998,12.0,-1.0164650340913266,4,39.5,25,68,3.5029618345803373,8.9817502089048809,307.21002219992829,407.57932559524897,676.0,26.0,35.54217,35.54217,1,1,7.917,7.5,2.083,2.083
230210,2107,107,2107_107,575,9.89178,0.02693,9.89178,0.02693,5.62,9.89178,5687.77553,16.23607,16.23607,180.0,13,10,2.261,1.739,31.65037525529074,0.7996076632732636,0,1,2.435,3.826,45.000000000065128,100.30484646876863,100.30484646876916,105.25511870305378,105.25511870305378,105.25511870305928,105.25511870305928,180.0,180.0,180.0,0.10000000000002274,0.20000000000004547,1.1180339887498134,1.1401754250992577,1.1401754250992577,1.1401754250992875,1.1401754250992875,0.14142135623742205,0.14142135623742205,0.14142135623742205,9.79791,0.02791,8.333,33.333,33.333,8.333,16.667,0.13482,36.51856,8,2.493,12.2086,19.129999999999999,43.826000000000001,37.042999999999999,0.0,0,3,94.0,65,136,9.9111100046023584,8.0678550287065978,494.71637675155324,1177.5263300746326,788.66666666666663,28.083209693100727,42.4569,42.02586,1,1,3.478,5.043,0.522,0.522
